client_id,client_name,instrument_id,ticker,trade_date,side,quantity,signed_quantity,running_position
5,Northbridge Fund,6,CYBIN4,2025-04-01,BUY,50.0,50.0,2910.0
5,Northbridge Fund,6,CYBIN4,2025-04-11,SELL,365.0,-365.0,2545.0
5,Northbridge Fund,6,CYBIN4,2025-04-22,BUY,93.0,93.0,2638.0
5,Northbridge Fund,6,CYBIN4,2025-04-28,BUY,82.0,82.0,2720.0
5,Northbridge Fund,6,CYBIN4,2025-05-21,BUY,98.0,98.0,2818.0
5,Northbridge Fund,6,CYBIN4,2025-05-29,BUY,281.0,281.0,3099.0
5,Northbridge Fund,6,CYBIN4,2025-05-30,BUY,212.0,212.0,3311.0
5,Northbridge Fund,6,CYBIN4,2025-06-13,BUY,22.0,22.0,3333.0
5,Northbridge Fund,6,CYBIN4,2025-06-19,BUY,63.0,63.0,3396.0
5,Northbridge Fund,6,CYBIN4,2025-06-26,BUY,100.0,100.0,3496.0
5,Northbridge Fund,6,CYBIN4,2025-07-02,BUY,78.0,78.0,3574.0
5,Northbridge Fund,6,CYBIN4,2025-07-07,BUY,195.0,195.0,3769.0
5,Northbridge Fund,6,CYBIN4,2025-07-14,BUY,19.0,19.0,3788.0
5,Northbridge Fund,6,CYBIN4,2025-07-17,SELL,136.0,-136.0,3652.0
5,Northbridge Fund,6,CYBIN4,2025-08-26,SELL,288.0,-288.0,3364.0
5,Northbridge Fund,6,CYBIN4,2025-08-29,SELL,47.0,-47.0,3317.0
5,Northbridge Fund,6,CYBIN4,2025-09-05,SELL,96.0,-96.0,3221.0
5,Northbridge Fund,6,CYBIN4,2025-09-10,SELL,41.0,-41.0,3180.0
5,Northbridge Fund,6,CYBIN4,2025-09-11,BUY,376.0,376.0,3556.0
5,Northbridge Fund,6,CYBIN4,2025-09-12,BUY,132.0,132.0,3688.0
5,Northbridge Fund,6,CYBIN4,2025-09-12,SELL,108.0,-108.0,3580.0
5,Northbridge Fund,6,CYBIN4,2025-09-15,BUY,190.0,190.0,3770.0
5,Northbridge Fund,6,CYBIN4,2025-09-15,BUY,88.0,88.0,3858.0
5,Northbridge Fund,6,CYBIN4,2025-09-15,SELL,46.0,-46.0,3812.0
5,Northbridge Fund,6,CYBIN4,2025-09-17,BUY,44.0,44.0,3856.0
5,Northbridge Fund,6,CYBIN4,2025-09-18,BUY,82.0,82.0,3938.0
5,Northbridge Fund,6,CYBIN4,2025-09-18,BUY,675.0,675.0,4613.0
5,Northbridge Fund,6,CYBIN4,2025-09-18,SELL,278.0,-278.0,4335.0
5,Northbridge Fund,6,CYBIN4,2025-09-19,BUY,82.0,82.0,4417.0
5,Northbridge Fund,6,CYBIN4,2025-09-25,BUY,169.0,169.0,4586.0
5,Northbridge Fund,6,CYBIN4,2025-09-26,BUY,109.0,109.0,4695.0
5,Northbridge Fund,6,CYBIN4,2025-10-03,SELL,92.0,-92.0,4603.0
5,Northbridge Fund,6,CYBIN4,2025-10-09,SELL,286.0,-286.0,4317.0
5,Northbridge Fund,6,CYBIN4,2025-10-09,BUY,34.0,34.0,4351.0
5,Northbridge Fund,6,CYBIN4,2025-10-10,BUY,91.0,91.0,4442.0
5,Northbridge Fund,6,CYBIN4,2025-10-14,BUY,131.0,131.0,4573.0
5,Northbridge Fund,6,CYBIN4,2025-10-15,BUY,98.0,98.0,4671.0
5,Northbridge Fund,6,CYBIN4,2025-10-17,SELL,92.0,-92.0,4579.0
5,Northbridge Fund,6,CYBIN4,2025-10-21,BUY,72.0,72.0,4651.0
5,Northbridge Fund,6,CYBIN4,2025-10-21,BUY,164.0,164.0,4815.0
5,Northbridge Fund,6,CYBIN4,2025-10-24,BUY,155.0,155.0,4970.0
5,Northbridge Fund,6,CYBIN4,2025-10-24,SELL,70.0,-70.0,4900.0
5,Northbridge Fund,6,CYBIN4,2025-11-03,SELL,54.0,-54.0,4846.0
5,Northbridge Fund,6,CYBIN4,2025-11-04,BUY,105.0,105.0,4951.0
5,Northbridge Fund,6,CYBIN4,2025-11-07,SELL,70.0,-70.0,4881.0
5,Northbridge Fund,6,CYBIN4,2025-11-25,BUY,161.0,161.0,5042.0
5,Northbridge Fund,6,CYBIN4,2025-11-27,SELL,108.0,-108.0,4934.0
5,Northbridge Fund,6,CYBIN4,2025-11-27,SELL,59.0,-59.0,4875.0
5,Northbridge Fund,6,CYBIN4,2025-12-12,SELL,55.0,-55.0,4820.0
5,Northbridge Fund,6,CYBIN4,2025-12-16,BUY,336.0,336.0,5156.0
5,Northbridge Fund,6,CYBIN4,2025-12-18,SELL,171.0,-171.0,4985.0
5,Northbridge Fund,6,CYBIN4,2025-12-23,SELL,322.0,-322.0,4663.0
5,Northbridge Fund,6,CYBIN4,2025-12-29,SELL,122.0,-122.0,4541.0
5,Northbridge Fund,6,CYBIN4,2026-01-01,SELL,61.0,-61.0,4480.0
5,Northbridge Fund,6,CYBIN4,2026-01-01,BUY,38.0,38.0,4518.0
5,Northbridge Fund,6,CYBIN4,2026-01-05,SELL,67.0,-67.0,4451.0
5,Northbridge Fund,6,CYBIN4,2026-01-09,BUY,238.0,238.0,4689.0
5,Northbridge Fund,6,CYBIN4,2026-01-09,BUY,343.0,343.0,5032.0
5,Northbridge Fund,6,CYBIN4,2026-01-21,BUY,56.0,56.0,5088.0
5,Northbridge Fund,6,CYBIN4,2026-01-23,BUY,105.0,105.0,5193.0
5,Northbridge Fund,6,CYBIN4,2026-01-26,SELL,113.0,-113.0,5080.0
5,Northbridge Fund,6,CYBIN4,2026-01-26,BUY,166.0,166.0,5246.0
5,Northbridge Fund,6,CYBIN4,2026-02-09,BUY,77.0,77.0,5323.0
5,Northbridge Fund,6,CYBIN4,2026-02-16,SELL,169.0,-169.0,5154.0
5,Northbridge Fund,6,CYBIN4,2026-02-18,BUY,100.0,100.0,5254.0
5,Northbridge Fund,6,CYBIN4,2026-02-20,SELL,204.0,-204.0,5050.0
5,Northbridge Fund,6,CYBIN4,2026-02-24,SELL,82.0,-82.0,4968.0
5,Northbridge Fund,6,CYBIN4,2026-03-11,SELL,49.0,-49.0,4919.0
5,Northbridge Fund,6,CYBIN4,2026-03-12,BUY,141.0,141.0,5060.0
5,Northbridge Fund,6,CYBIN4,2026-03-18,BUY,36.0,36.0,5096.0
5,Northbridge Fund,6,CYBIN4,2026-03-19,SELL,38.0,-38.0,5058.0
5,Northbridge Fund,6,CYBIN4,2026-03-19,SELL,143.0,-143.0,4915.0
5,Northbridge Fund,6,CYBIN4,2026-03-25,BUY,127.0,127.0,5042.0
5,Northbridge Fund,6,CYBIN4,2026-03-25,BUY,74.0,74.0,5116.0
5,Northbridge Fund,6,CYBIN4,2026-03-26,BUY,33.0,33.0,5149.0
5,Northbridge Fund,6,CYBIN4,2026-03-27,SELL,115.0,-115.0,5034.0
5,Northbridge Fund,6,CYBIN4,2026-04-07,SELL,72.0,-72.0,4962.0
5,Northbridge Fund,6,CYBIN4,2026-04-07,BUY,41.0,41.0,5003.0
5,Northbridge Fund,6,CYBIN4,2026-04-09,BUY,171.0,171.0,5174.0
5,Northbridge Fund,6,CYBIN4,2026-04-10,BUY,298.0,298.0,5472.0
5,Northbridge Fund,6,CYBIN4,2026-04-10,BUY,36.0,36.0,5508.0
5,Northbridge Fund,6,CYBIN4,2026-04-13,BUY,19.0,19.0,5527.0
5,Northbridge Fund,6,CYBIN4,2026-04-16,BUY,186.0,186.0,5713.0
5,Northbridge Fund,6,CYBIN4,2026-04-17,BUY,290.0,290.0,6003.0
5,Northbridge Fund,6,CYBIN4,2026-04-20,BUY,229.0,229.0,6232.0
5,Northbridge Fund,6,CYBIN4,2026-04-22,SELL,138.0,-138.0,6094.0
5,Northbridge Fund,6,CYBIN4,2026-05-01,BUY,313.0,313.0,6407.0
5,Northbridge Fund,6,CYBIN4,2026-05-01,BUY,77.0,77.0,6484.0
5,Northbridge Fund,6,CYBIN4,2026-05-06,BUY,62.0,62.0,6546.0
5,Northbridge Fund,6,CYBIN4,2026-05-07,BUY,95.0,95.0,6641.0
5,Northbridge Fund,6,CYBIN4,2026-05-11,BUY,144.0,144.0,6785.0
5,Northbridge Fund,6,CYBIN4,2026-05-12,SELL,61.0,-61.0,6724.0
5,Northbridge Fund,6,CYBIN4,2026-05-18,BUY,72.0,72.0,6796.0
5,Northbridge Fund,6,CYBIN4,2026-05-25,BUY,69.0,69.0,6865.0
5,Northbridge Fund,6,CYBIN4,2026-05-27,BUY,50.0,50.0,6915.0
5,Northbridge Fund,6,CYBIN4,2026-06-09,BUY,152.0,152.0,7067.0
5,Northbridge Fund,6,CYBIN4,2026-06-11,SELL,47.0,-47.0,7020.0
5,Northbridge Fund,6,CYBIN4,2026-06-15,BUY,62.0,62.0,7082.0
5,Northbridge Fund,6,CYBIN4,2026-06-18,BUY,22.0,22.0,7104.0
5,Northbridge Fund,6,CYBIN4,2026-06-30,BUY,166.0,166.0,7270.0
5,Northbridge Fund,6,CYBIN4,2026-07-22,SELL,77.0,-77.0,7193.0
5,Northbridge Fund,6,CYBIN4,2026-08-05,BUY,50.0,50.0,7243.0
5,Northbridge Fund,7,QUACA3,2024-09-11,BUY,70.0,70.0,70.0
5,Northbridge Fund,7,QUACA3,2024-09-12,SELL,65.0,-65.0,5.0
5,Northbridge Fund,7,QUACA3,2024-11-07,BUY,173.0,173.0,178.0
5,Northbridge Fund,7,QUACA3,2025-01-17,SELL,68.0,-68.0,110.0
5,Northbridge Fund,7,QUACA3,2025-01-27,BUY,95.0,95.0,205.0
5,Northbridge Fund,7,QUACA3,2025-01-30,BUY,41.0,41.0,246.0
5,Northbridge Fund,7,QUACA3,2025-04-02,SELL,202.0,-202.0,44.0
5,Northbridge Fund,7,QUACA3,2025-04-16,BUY,122.0,122.0,166.0
5,Northbridge Fund,7,QUACA3,2025-04-23,BUY,81.0,81.0,247.0
5,Northbridge Fund,7,QUACA3,2025-05-12,BUY,47.0,47.0,294.0
5,Northbridge Fund,7,QUACA3,2025-07-04,BUY,188.0,188.0,482.0
5,Northbridge Fund,7,QUACA3,2025-08-21,BUY,55.0,55.0,537.0
5,Northbridge Fund,7,QUACA3,2025-09-08,SELL,98.0,-98.0,439.0
5,Northbridge Fund,7,QUACA3,2025-09-17,SELL,157.0,-157.0,282.0
5,Northbridge Fund,7,QUACA3,2025-10-03,BUY,246.0,246.0,528.0
5,Northbridge Fund,7,QUACA3,2025-10-07,BUY,59.0,59.0,587.0
5,Northbridge Fund,7,QUACA3,2025-10-09,SELL,255.0,-255.0,332.0
5,Northbridge Fund,7,QUACA3,2025-10-28,SELL,60.0,-60.0,272.0
5,Northbridge Fund,7,QUACA3,2026-01-07,BUY,45.0,45.0,317.0
5,Northbridge Fund,7,QUACA3,2026-01-22,BUY,113.0,113.0,430.0
5,Northbridge Fund,7,QUACA3,2026-01-30,BUY,129.0,129.0,559.0
5,Northbridge Fund,7,QUACA3,2026-02-27,BUY,77.0,77.0,636.0
5,Northbridge Fund,7,QUACA3,2026-04-09,BUY,292.0,292.0,928.0
5,Northbridge Fund,7,QUACA3,2026-04-29,BUY,89.0,89.0,1017.0
5,Northbridge Fund,7,QUACA3,2026-05-12,SELL,68.0,-68.0,949.0
5,Northbridge Fund,7,QUACA3,2026-07-06,BUY,82.0,82.0,1031.0
5,Northbridge Fund,8,SILCA5,2024-08-23,BUY,119.0,119.0,119.0
5,Northbridge Fund,8,SILCA5,2024-09-10,BUY,286.0,286.0,405.0
5,Northbridge Fund,8,SILCA5,2024-09-13,BUY,312.0,312.0,717.0
5,Northbridge Fund,8,SILCA5,2024-10-11,BUY,88.0,88.0,805.0
5,Northbridge Fund,8,SILCA5,2024-11-01,BUY,52.0,52.0,857.0
5,Northbridge Fund,8,SILCA5,2024-12-03,SELL,80.0,-80.0,777.0
5,Northbridge Fund,8,SILCA5,2024-12-17,SELL,127.0,-127.0,650.0
5,Northbridge Fund,8,SILCA5,2025-01-06,SELL,31.0,-31.0,619.0
5,Northbridge Fund,8,SILCA5,2025-01-08,BUY,99.0,99.0,718.0
5,Northbridge Fund,8,SILCA5,2025-01-16,SELL,85.0,-85.0,633.0
5,Northbridge Fund,8,SILCA5,2025-01-24,BUY,71.0,71.0,704.0
5,Northbridge Fund,8,SILCA5,2025-03-04,BUY,70.0,70.0,774.0
5,Northbridge Fund,8,SILCA5,2025-04-09,SELL,106.0,-106.0,668.0
5,Northbridge Fund,8,SILCA5,2025-05-15,BUY,388.0,388.0,1056.0
5,Northbridge Fund,8,SILCA5,2025-06-18,SELL,71.0,-71.0,985.0
5,Northbridge Fund,8,SILCA5,2025-06-18,BUY,97.0,97.0,1082.0
5,Northbridge Fund,8,SILCA5,2025-09-12,BUY,48.0,48.0,1130.0
5,Northbridge Fund,8,SILCA5,2025-09-16,BUY,170.0,170.0,1300.0
5,Northbridge Fund,8,SILCA5,2025-10-28,BUY,96.0,96.0,1396.0
5,Northbridge Fund,8,SILCA5,2025-12-31,SELL,142.0,-142.0,1254.0
5,Northbridge Fund,8,SILCA5,2026-01-06,SELL,108.0,-108.0,1146.0
5,Northbridge Fund,8,SILCA5,2026-01-15,BUY,233.0,233.0,1379.0
5,Northbridge Fund,8,SILCA5,2026-04-07,BUY,47.0,47.0,1426.0
5,Northbridge Fund,8,SILCA5,2026-05-07,BUY,130.0,130.0,1556.0
5,Northbridge Fund,8,SILCA5,2026-05-13,BUY,254.0,254.0,1810.0
5,Northbridge Fund,8,SILCA5,2026-05-29,SELL,251.0,-251.0,1559.0
5,Northbridge Fund,9,CYBPA2,2024-09-04,BUY,159.0,159.0,159.0
5,Northbridge Fund,9,CYBPA2,2024-09-11,SELL,68.0,-68.0,91.0
5,Northbridge Fund,9,CYBPA2,2024-09-19,BUY,17.0,17.0,108.0
5,Northbridge Fund,9,CYBPA2,2024-10-23,SELL,43.0,-43.0,65.0
5,Northbridge Fund,9,CYBPA2,2024-10-25,BUY,55.0,55.0,120.0
5,Northbridge Fund,9,CYBPA2,2024-12-13,BUY,85.0,85.0,205.0
5,Northbridge Fund,9,CYBPA2,2024-12-25,SELL,88.0,-88.0,117.0
5,Northbridge Fund,9,CYBPA2,2025-01-27,BUY,51.0,51.0,168.0
5,Northbridge Fund,9,CYBPA2,2025-02-06,BUY,74.0,74.0,242.0
5,Northbridge Fund,9,CYBPA2,2025-02-10,BUY,51.0,51.0,293.0
5,Northbridge Fund,9,CYBPA2,2025-02-26,BUY,156.0,156.0,449.0
5,Northbridge Fund,9,CYBPA2,2025-04-07,BUY,107.0,107.0,556.0
5,Northbridge Fund,9,CYBPA2,2025-04-30,BUY,106.0,106.0,662.0
5,Northbridge Fund,9,CYBPA2,2025-05-30,BUY,131.0,131.0,793.0
5,Northbridge Fund,9,CYBPA2,2025-07-03,BUY,60.0,60.0,853.0
5,Northbridge Fund,9,CYBPA2,2025-09-22,BUY,148.0,148.0,1001.0
5,Northbridge Fund,9,CYBPA2,2025-10-13,BUY,208.0,208.0,1209.0
5,Northbridge Fund,9,CYBPA2,2025-10-24,SELL,89.0,-89.0,1120.0
5,Northbridge Fund,9,CYBPA2,2025-11-13,BUY,39.0,39.0,1159.0
5,Northbridge Fund,9,CYBPA2,2026-01-16,SELL,113.0,-113.0,1046.0
5,Northbridge Fund,9,CYBPA2,2026-01-19,BUY,34.0,34.0,1080.0
5,Northbridge Fund,9,CYBPA2,2026-01-23,BUY,62.0,62.0,1142.0
5,Northbridge Fund,9,CYBPA2,2026-02-05,SELL,38.0,-38.0,1104.0
5,Northbridge Fund,9,CYBPA2,2026-02-11,BUY,74.0,74.0,1178.0
5,Northbridge Fund,9,CYBPA2,2026-02-27,SELL,67.0,-67.0,1111.0
5,Northbridge Fund,9,CYBPA2,2026-04-01,SELL,117.0,-117.0,994.0
5,Northbridge Fund,9,CYBPA2,2026-04-10,BUY,131.0,131.0,1125.0
5,Northbridge Fund,9,CYBPA2,2026-07-13,SELL,118.0,-118.0,1007.0
5,Northbridge Fund,9,CYBPA2,2026-07-14,SELL,33.0,-33.0,974.0
5,Northbridge Fund,10,HARIN3,2024-08-16,BUY,60.0,60.0,60.0
5,Northbridge Fund,10,HARIN3,2024-08-26,BUY,303.0,303.0,363.0
5,Northbridge Fund,10,HARIN3,2024-09-04,BUY,251.0,251.0,614.0
5,Northbridge Fund,10,HARIN3,2024-09-13,SELL,123.0,-123.0,491.0
5,Northbridge Fund,10,HARIN3,2024-09-16,BUY,203.0,203.0,694.0
5,Northbridge Fund,10,HARIN3,2024-10-10,SELL,110.0,-110.0,584.0
5,Northbridge Fund,10,HARIN3,2024-10-11,BUY,116.0,116.0,700.0
5,Northbridge Fund,10,HARIN3,2024-10-25,BUY,56.0,56.0,756.0
5,Northbridge Fund,10,HARIN3,2025-01-14,SELL,253.0,-253.0,503.0
5,Northbridge Fund,10,HARIN3,2025-01-17,SELL,121.0,-121.0,382.0
5,Northbridge Fund,10,HARIN3,2025-02-07,SELL,38.0,-38.0,344.0
5,Northbridge Fund,10,HARIN3,2025-02-12,SELL,68.0,-68.0,276.0
5,Northbridge Fund,10,HARIN3,2025-02-19,BUY,66.0,66.0,342.0
5,Northbridge Fund,10,HARIN3,2025-02-20,BUY,94.0,94.0,436.0
5,Northbridge Fund,10,HARIN3,2025-03-03,BUY,72.0,72.0,508.0
5,Northbridge Fund,10,HARIN3,2025-03-04,BUY,128.0,128.0,636.0
5,Northbridge Fund,10,HARIN3,2025-05-06,SELL,150.0,-150.0,486.0
5,Northbridge Fund,10,HARIN3,2025-06-12,BUY,91.0,91.0,577.0
5,Northbridge Fund,10,HARIN3,2025-06-30,BUY,89.0,89.0,666.0
5,Northbridge Fund,10,HARIN3,2025-07-04,BUY,70.0,70.0,736.0
5,Northbridge Fund,10,HARIN3,2025-07-30,BUY,143.0,143.0,879.0
5,Northbridge Fund,10,HARIN3,2025-09-05,BUY,38.0,38.0,917.0
5,Northbridge Fund,10,HARIN3,2025-11-12,BUY,407.0,407.0,1324.0
5,Northbridge Fund,10,HARIN3,2025-12-03,BUY,78.0,78.0,1402.0
5,Northbridge Fund,10,HARIN3,2026-01-14,BUY,115.0,115.0,1517.0
5,Northbridge Fund,10,HARIN3,2026-01-28,SELL,370.0,-370.0,1147.0
5,Northbridge Fund,10,HARIN3,2026-02-26,BUY,221.0,221.0,1368.0
5,Northbridge Fund,10,HARIN3,2026-04-15,BUY,87.0,87.0,1455.0
5,Northbridge Fund,10,HARIN3,2026-05-12,BUY,158.0,158.0,1613.0
5,Northbridge Fund,10,HARIN3,2026-07-08,BUY,208.0,208.0,1821.0
5,Northbridge Fund,10,HARIN3,2026-08-03,SELL,70.0,-70.0,1751.0
5,Northbridge Fund,11,ORBAG4,2024-08-15,BUY,89.0,89.0,89.0
5,Northbridge Fund,11,ORBAG4,2024-09-12,BUY,83.0,83.0,172.0
5,Northbridge Fund,11,ORBAG4,2024-10-17,BUY,73.0,73.0,245.0
5,Northbridge Fund,11,ORBAG4,2024-12-05,SELL,61.0,-61.0,184.0
5,Northbridge Fund,11,ORBAG4,2025-01-22,BUY,70.0,70.0,254.0
5,Northbridge Fund,11,ORBAG4,2025-02-04,BUY,35.0,35.0,289.0
5,Northbridge Fund,11,ORBAG4,2025-02-18,BUY,211.0,211.0,500.0
5,Northbridge Fund,11,ORBAG4,2025-04-10,SELL,67.0,-67.0,433.0
5,Northbridge Fund,11,ORBAG4,2025-06-10,SELL,82.0,-82.0,351.0
5,Northbridge Fund,11,ORBAG4,2025-06-16,BUY,118.0,118.0,469.0
5,Northbridge Fund,11,ORBAG4,2025-06-19,SELL,262.0,-262.0,207.0
5,Northbridge Fund,11,ORBAG4,2025-06-26,BUY,124.0,124.0,331.0
5,Northbridge Fund,11,ORBAG4,2025-06-27,SELL,209.0,-209.0,122.0
5,Northbridge Fund,11,ORBAG4,2025-07-09,BUY,176.0,176.0,298.0
5,Northbridge Fund,11,ORBAG4,2025-07-31,BUY,82.0,82.0,380.0
5,Northbridge Fund,11,ORBAG4,2025-10-16,BUY,89.0,89.0,469.0
5,Northbridge Fund,11,ORBAG4,2025-11-12,SELL,215.0,-215.0,254.0
5,Northbridge Fund,11,ORBAG4,2025-12-10,SELL,91.0,-91.0,163.0
5,Northbridge Fund,11,ORBAG4,2025-12-17,SELL,137.0,-137.0,26.0
5,Northbridge Fund,11,ORBAG4,2026-01-27,BUY,93.0,93.0,119.0
5,Northbridge Fund,11,ORBAG4,2026-02-03,BUY,247.0,247.0,366.0
5,Northbridge Fund,11,ORBAG4,2026-02-19,BUY,195.0,195.0,561.0
5,Northbridge Fund,11,ORBAG4,2026-05-14,BUY,58.0,58.0,619.0
5,Northbridge Fund,11,ORBAG4,2026-06-02,SELL,337.0,-337.0,282.0
5,Northbridge Fund,12,IROAG7,2024-09-06,BUY,36.0,36.0,36.0
5,Northbridge Fund,12,IROAG7,2024-10-02,BUY,73.0,73.0,109.0
5,Northbridge Fund,12,IROAG7,2024-10-21,BUY,55.0,55.0,164.0
5,Northbridge Fund,12,IROAG7,2024-10-25,SELL,41.0,-41.0,123.0
5,Northbridge Fund,12,IROAG7,2025-01-07,BUY,122.0,122.0,245.0
5,Northbridge Fund,12,IROAG7,2025-02-27,SELL,85.0,-85.0,160.0
5,Northbridge Fund,12,IROAG7,2025-02-27,BUY,62.0,62.0,222.0
5,Northbridge Fund,12,IROAG7,2025-03-04,SELL,83.0,-83.0,139.0
5,Northbridge Fund,12,IROAG7,2025-03-05,SELL,139.0,-139.0,0.0
5,Northbridge Fund,12,IROAG7,2025-07-02,BUY,72.0,72.0,72.0
5,Northbridge Fund,12,IROAG7,2025-07-09,SELL,31.0,-31.0,41.0
5,Northbridge Fund,12,IROAG7,2025-07-11,SELL,41.0,-41.0,0.0
5,Northbridge Fund,12,IROAG7,2025-09-10,BUY,38.0,38.0,38.0
5,Northbridge Fund,12,IROAG7,2025-09-11,SELL,38.0,-38.0,0.0
5,Northbridge Fund,12,IROAG7,2025-09-12,BUY,61.0,61.0,61.0
5,Northbridge Fund,12,IROAG7,2025-09-18,BUY,89.0,89.0,150.0
5,Northbridge Fund,12,IROAG7,2025-10-10,SELL,17.0,-17.0,133.0
5,Northbridge Fund,12,IROAG7,2025-10-28,BUY,142.0,142.0,275.0
5,Northbridge Fund,12,IROAG7,2026-01-01,SELL,41.0,-41.0,234.0
5,Northbridge Fund,12,IROAG7,2026-01-21,BUY,203.0,203.0,437.0
5,Northbridge Fund,12,IROAG7,2026-04-10,SELL,49.0,-49.0,388.0
5,Northbridge Fund,12,IROAG7,2026-04-13,BUY,85.0,85.0,473.0
5,Northbridge Fund,12,IROAG7,2026-04-14,BUY,176.0,176.0,649.0
5,Northbridge Fund,13,AMBPA6,2024-09-04,BUY,217.0,217.0,217.0
5,Northbridge Fund,13,AMBPA6,2024-09-09,BUY,87.0,87.0,304.0
5,Northbridge Fund,13,AMBPA6,2024-09-11,SELL,63.0,-63.0,241.0
5,Northbridge Fund,13,AMBPA6,2024-10-15,BUY,80.0,80.0,321.0
5,Northbridge Fund,13,AMBPA6,2024-10-22,BUY,186.0,186.0,507.0
5,Northbridge Fund,13,AMBPA6,2024-11-20,SELL,48.0,-48.0,459.0
5,Northbridge Fund,13,AMBPA6,2024-11-29,BUY,81.0,81.0,540.0
5,Northbridge Fund,13,AMBPA6,2025-01-27,SELL,176.0,-176.0,364.0
5,Northbridge Fund,13,AMBPA6,2025-02-25,SELL,217.0,-217.0,147.0
5,Northbridge Fund,13,AMBPA6,2025-02-27,BUY,36.0,36.0,183.0
5,Northbridge Fund,13,AMBPA6,2025-04-02,SELL,31.0,-31.0,152.0
5,Northbridge Fund,13,AMBPA6,2025-04-10,SELL,123.0,-123.0,29.0
5,Northbridge Fund,13,AMBPA6,2025-06-05,BUY,103.0,103.0,132.0
5,Northbridge Fund,13,AMBPA6,2025-09-25,BUY,101.0,101.0,233.0
5,Northbridge Fund,13,AMBPA6,2025-10-06,SELL,30.0,-30.0,203.0
5,Northbridge Fund,13,AMBPA6,2025-10-24,BUY,152.0,152.0,355.0
5,Northbridge Fund,13,AMBPA6,2025-11-07,BUY,36.0,36.0,391.0
5,Northbridge Fund,13,AMBPA6,2026-01-27,BUY,176.0,176.0,567.0
5,Northbridge Fund,13,AMBPA6,2026-02-04,BUY,74.0,74.0,641.0
5,Northbridge Fund,13,AMBPA6,2026-03-13,BUY,83.0,83.0,724.0
5,Northbridge Fund,13,AMBPA6,2026-06-08,BUY,348.0,348.0,1072.0
5,Northbridge Fund,14,WAVIN2,2024-09-13,BUY,62.0,62.0,62.0
5,Northbridge Fund,14,WAVIN2,2024-09-16,BUY,138.0,138.0,200.0
5,Northbridge Fund,14,WAVIN2,2024-10-10,BUY,126.0,126.0,326.0
5,Northbridge Fund,14,WAVIN2,2024-10-11,BUY,40.0,40.0,366.0
5,Northbridge Fund,14,WAVIN2,2024-10-23,BUY,273.0,273.0,639.0
5,Northbridge Fund,14,WAVIN2,2024-10-29,SELL,80.0,-80.0,559.0
5,Northbridge Fund,14,WAVIN2,2024-12-03,BUY,95.0,95.0,654.0
5,Northbridge Fund,14,WAVIN2,2025-01-03,SELL,293.0,-293.0,361.0
5,Northbridge Fund,14,WAVIN2,2025-02-10,BUY,95.0,95.0,456.0
5,Northbridge Fund,14,WAVIN2,2025-03-13,BUY,250.0,250.0,706.0
5,Northbridge Fund,14,WAVIN2,2025-03-27,SELL,202.0,-202.0,504.0
5,Northbridge Fund,14,WAVIN2,2025-04-09,SELL,66.0,-66.0,438.0
5,Northbridge Fund,14,WAVIN2,2025-04-24,SELL,56.0,-56.0,382.0
5,Northbridge Fund,14,WAVIN2,2025-09-10,BUY,34.0,34.0,416.0
5,Northbridge Fund,14,WAVIN2,2025-09-17,SELL,61.0,-61.0,355.0
5,Northbridge Fund,14,WAVIN2,2025-09-18,SELL,105.0,-105.0,250.0
5,Northbridge Fund,14,WAVIN2,2025-09-18,BUY,115.0,115.0,365.0
5,Northbridge Fund,14,WAVIN2,2025-10-08,BUY,107.0,107.0,472.0
5,Northbridge Fund,14,WAVIN2,2026-01-27,BUY,317.0,317.0,789.0
5,Northbridge Fund,14,WAVIN2,2026-02-05,BUY,92.0,92.0,881.0
5,Northbridge Fund,14,WAVIN2,2026-03-10,BUY,60.0,60.0,941.0
5,Northbridge Fund,14,WAVIN2,2026-04-20,BUY,344.0,344.0,1285.0
5,Northbridge Fund,14,WAVIN2,2026-06-25,SELL,71.0,-71.0,1214.0
5,Northbridge Fund,15,SILIN4,2024-09-09,BUY,58.0,58.0,58.0
5,Northbridge Fund,15,SILIN4,2024-09-11,SELL,58.0,-58.0,0.0
5,Northbridge Fund,15,SILIN4,2024-09-12,BUY,106.0,106.0,106.0
5,Northbridge Fund,15,SILIN4,2024-09-17,BUY,138.0,138.0,244.0
5,Northbridge Fund,15,SILIN4,2024-10-10,BUY,64.0,64.0,308.0
5,Northbridge Fund,15,SILIN4,2024-11-05,BUY,165.0,165.0,473.0
5,Northbridge Fund,15,SILIN4,2024-12-06,BUY,742.0,742.0,1215.0
5,Northbridge Fund,15,SILIN4,2024-12-09,BUY,81.0,81.0,1296.0
5,Northbridge Fund,15,SILIN4,2024-12-27,BUY,161.0,161.0,1457.0
5,Northbridge Fund,15,SILIN4,2025-01-14,SELL,101.0,-101.0,1356.0
5,Northbridge Fund,15,SILIN4,2025-01-22,SELL,102.0,-102.0,1254.0
5,Northbridge Fund,15,SILIN4,2025-02-17,BUY,30.0,30.0,1284.0
5,Northbridge Fund,15,SILIN4,2025-03-10,BUY,121.0,121.0,1405.0
5,Northbridge Fund,15,SILIN4,2025-03-20,BUY,25.0,25.0,1430.0
5,Northbridge Fund,15,SILIN4,2025-04-07,BUY,23.0,23.0,1453.0
5,Northbridge Fund,15,SILIN4,2025-07-11,BUY,133.0,133.0,1586.0
