client_id,client_name,instrument_id,ticker,open_position,avg_acquisition_cost,current_price,unrealized_pnl,realized_pnl,total_pnl
25,Hugo Kowalski,24,CYBMA0,118.0,121.7637,225.7051,12265.08,10057.11,22322.19
6,Diego Larsen,24,CYBMA0,212.0,147.8058,225.7051,16514.66,5769.33,22283.98
4,Harborview Partners,32,DELIN7,1107.0,61.3781,66.6704,5858.62,16210.16,22068.78
4,Harborview Partners,30,WAVHO2,2079.0,98.3426,106.5888,17143.93,4783.93,21927.86
15,Antoine Silva,35,REDHO9,160.0,220.7388,335.1019,18298.09,3527.76,21825.85
16,Alice Silva,26,MERIN1,46.0,463.9223,748.737,13101.47,8522.29,21623.76
6,Diego Larsen,34,NORIN2,556.0,36.2414,75.7532,21968.57,-428.43,21540.14
19,Giulia Garcia,23,SILIN3,202.0,120.7198,209.053,17843.3,3351.03,21194.33
3,Alice Costa,24,CYBMA0,179.0,145.9868,225.7051,14269.57,6562.78,20832.35
20,Yasmine Novak,14,WAVIN2,247.0,359.52,385.0886,6315.44,14072.8,20388.24
7,Meridian Asset Management,33,RIDPL0,1869.0,33.8721,44.4424,19755.82,517.61,20273.43
20,Yasmine Novak,19,ORBTE0,346.0,65.204,122.521,19831.68,437.24,20268.92
17,Zoe Muller,24,CYBMA0,194.0,128.0602,225.7051,18943.11,1301.39,20244.5
5,Northbridge Fund,39,PIOIN4,1373.0,93.7351,112.7574,26117.59,-6608.62,19508.97
1,Thomas Garcia,7,QUACA3,0.0,,,0.0,19464.93,19464.93
6,Diego Larsen,18,MERGR5,156.0,481.7665,520.1016,5980.28,13356.78,19337.07
11,Harborview Group,15,SILIN4,808.0,341.189,367.2083,21023.59,-1887.33,19136.26
15,Antoine Silva,24,CYBMA0,205.0,140.7261,225.7051,17420.7,1656.63,19077.34
23,Sarah Larsen,23,SILIN3,41.0,128.9371,209.053,3284.75,15558.32,18843.07
16,Alice Silva,24,CYBMA0,190.0,136.3435,225.7051,16978.71,1535.6,18514.31
11,Harborview Group,30,WAVHO2,2097.0,100.1063,106.5888,13593.84,4546.47,18140.31
23,Sarah Larsen,4,AMBPL4,540.0,86.7858,118.7762,17274.81,452.77,17727.57
16,Alice Silva,23,SILIN3,237.0,134.8768,209.053,17579.76,114.94,17694.69
6,Diego Larsen,23,SILIN3,180.0,127.9171,209.053,14604.47,2922.98,17527.44
20,Yasmine Novak,24,CYBMA0,125.0,108.3699,225.7051,14666.9,2751.04,17417.94
5,Northbridge Fund,32,DELIN7,1320.0,60.4977,66.6704,8148.01,8872.5,17020.51
13,Vantage Capital,32,DELIN7,37.0,58.7406,66.6704,293.4,16620.82,16914.23
2,Vantage Partners,9,CYBPA2,298.0,269.5346,275.0435,1641.67,15225.72,16867.38
24,Anchor Fund,13,AMBPA6,3236.0,139.5148,137.5057,-6501.56,23323.31,16821.74
16,Alice Silva,6,CYBIN4,263.0,375.4881,437.1502,16217.14,565.44,16782.58
12,Camille Costa,25,FALTE3,373.0,87.7956,131.4268,16274.43,478.2,16752.63
17,Zoe Muller,6,CYBIN4,233.0,380.6396,437.1502,13166.97,3386.81,16553.78
25,Hugo Kowalski,34,NORIN2,353.0,30.3136,75.7532,16040.17,131.73,16171.89
15,Antoine Silva,18,MERGR5,175.0,479.3616,520.1016,7129.49,8893.77,16023.27
5,Northbridge Fund,20,ATLPA1,788.0,83.98,96.8958,10177.68,5129.26,15306.94
14,Zoe Costa,23,SILIN3,160.0,140.7939,209.053,10921.45,4297.72,15219.17
1,Thomas Garcia,35,REDHO9,176.0,264.9396,335.1019,12348.57,2580.43,14929.0
19,Giulia Garcia,6,CYBIN4,151.0,384.735,437.1502,7914.7,6983.57,14898.27
18,Brightside Holdings,27,CEDCA1,2939.0,89.3442,92.9752,10671.6,4176.9,14848.5
12,Camille Costa,23,SILIN3,86.0,123.6576,209.053,7344.01,7391.93,14735.94
25,Hugo Kowalski,15,SILIN4,313.0,329.3619,367.2083,11845.91,2798.64,14644.55
7,Meridian Asset Management,13,AMBPA6,276.0,149.2875,137.5057,-3251.77,17810.53,14558.75
3,Alice Costa,7,QUACA3,61.0,557.6099,709.3516,9256.24,4885.99,14142.23
23,Sarah Larsen,20,ATLPA1,231.0,77.0452,96.8958,4585.48,9438.97,14024.45
8,Silverline Holdings,27,CEDCA1,2928.0,89.9319,92.9752,8910.89,5105.07,14015.96
21,Antoine Martin,24,CYBMA0,98.0,86.3252,225.7051,13659.23,306.79,13966.02
23,Sarah Larsen,3,BLUAG3,135.0,166.1255,278.8114,15212.6,-1442.85,13769.76
17,Zoe Muller,33,RIDPL0,986.0,33.8109,44.4424,10482.61,2800.72,13283.33
15,Antoine Silva,19,ORBTE0,205.0,61.3849,122.521,12532.9,675.92,13208.82
6,Diego Larsen,21,VERCA7,390.0,331.7557,372.6011,15929.72,-2750.73,13178.99
3,Alice Costa,34,NORIN2,280.0,30.491,75.7532,12673.42,367.11,13040.54
7,Meridian Asset Management,21,VERCA7,1583.0,335.612,372.6011,58553.76,-46138.81,12414.95
23,Sarah Larsen,19,ORBTE0,147.0,58.3664,122.521,9430.72,2953.25,12383.97
19,Giulia Garcia,34,NORIN2,260.0,28.1992,75.7532,12364.05,-208.68,12155.37
15,Antoine Silva,15,SILIN4,227.0,332.9775,367.2083,7770.39,4384.42,12154.81
11,Harborview Group,2,QUACO1,708.0,95.1638,89.9745,-3674.01,15552.88,11878.87
24,Anchor Fund,27,CEDCA1,2137.0,90.3181,92.9752,5678.29,6193.4,11871.69
3,Alice Costa,15,SILIN4,347.0,334.0598,367.2083,11502.53,279.95,11782.48
25,Hugo Kowalski,21,VERCA7,384.0,334.6692,372.6011,14565.86,-2821.56,11744.3
23,Sarah Larsen,15,SILIN4,218.0,330.5927,367.2083,7982.21,3743.53,11725.74
15,Antoine Silva,17,AURIN2,511.0,110.1844,120.9125,5482.08,6066.97,11549.05
15,Antoine Silva,23,SILIN3,78.0,107.2177,209.053,7943.15,3557.81,11500.97
5,Northbridge Fund,9,CYBPA2,974.0,270.5006,275.0435,4424.81,7062.63,11487.43
2,Vantage Partners,17,AURIN2,932.0,112.2648,120.9125,8059.62,3381.47,11441.09
14,Zoe Costa,19,ORBTE0,179.0,65.6259,122.521,10184.22,1151.13,11335.35
17,Zoe Muller,35,REDHO9,6.0,216.6185,335.1019,710.9,10582.1,11293.0
6,Diego Larsen,14,WAVIN2,84.0,354.6492,385.0886,2556.91,8597.41,11154.32
12,Camille Costa,34,NORIN2,238.0,31.0066,75.7532,10649.69,411.2,11060.9
3,Alice Costa,35,REDHO9,124.0,251.8445,335.1019,10323.92,703.99,11027.91
2,Vantage Partners,39,PIOIN4,908.0,93.9969,112.7574,17034.49,-6028.91,11005.58
16,Alice Silva,15,SILIN4,462.0,344.1248,367.2083,10664.57,309.26,10973.83
17,Zoe Muller,19,ORBTE0,204.0,71.0296,122.521,10504.24,463.61,10967.85
16,Alice Silva,4,AMBPL4,337.0,86.4452,118.7762,10895.53,64.62,10960.15
23,Sarah Larsen,34,NORIN2,208.25,38.5946,75.7532,7738.29,3182.82,10921.11
20,Yasmine Novak,35,REDHO9,119.0,252.7213,335.1019,9803.3,1070.89,10874.19
10,Harborview Holdings,27,CEDCA1,1861.0,90.4989,92.9752,4608.45,6235.94,10844.39
25,Hugo Kowalski,18,MERGR5,108.0,436.7152,520.1016,9005.73,1738.21,10743.94
21,Antoine Martin,35,REDHO9,165.0,276.619,335.1019,9649.68,1005.44,10655.11
10,Harborview Holdings,13,AMBPA6,4265.0,138.4943,137.5057,-4216.4,14756.55,10540.15
19,Giulia Garcia,15,SILIN4,214.0,329.975,367.2083,7967.92,2453.16,10421.08
6,Diego Larsen,15,SILIN4,351.0,342.1314,367.2083,8801.98,1524.2,10326.18
20,Yasmine Novak,21,VERCA7,204.0,323.7627,372.6011,9963.03,144.91,10107.94
15,Antoine Silva,34,NORIN2,237.0,31.9983,75.7532,10369.92,-310.53,10059.39
3,Alice Costa,23,SILIN3,86.0,110.1192,209.053,8508.31,1493.05,10001.36
12,Camille Costa,35,REDHO9,71.0,263.2207,335.1019,5103.57,4775.91,9879.48
21,Antoine Martin,18,MERGR5,206.0,477.4388,520.1016,8788.54,1071.12,9859.66
5,Northbridge Fund,33,RIDPL0,529.0,35.8208,44.4424,4560.81,5234.42,9795.22
21,Antoine Martin,3,BLUAG3,115.0,172.1899,278.8114,12261.47,-2565.9,9695.56
1,Thomas Garcia,6,CYBIN4,50.0,394.8025,437.1502,2117.39,7503.27,9620.65
7,Meridian Asset Management,27,CEDCA1,1786.0,89.62,92.9752,5992.37,3572.13,9564.51
15,Antoine Silva,21,VERCA7,225.0,330.4314,372.6011,9488.19,34.77,9522.96
14,Zoe Costa,25,FALTE3,304.0,94.8225,131.4268,11127.7,-1651.44,9476.27
5,Northbridge Fund,2,QUACO1,0.0,,,0.0,9476.02,9476.02
5,Northbridge Fund,30,WAVHO2,844.0,100.0493,106.5888,5519.34,3830.55,9349.9
12,Camille Costa,17,AURIN2,727.0,108.8196,120.9125,8791.57,530.65,9322.22
17,Zoe Muller,14,WAVIN2,139.0,407.4327,385.0886,-3105.83,12323.94,9218.11
5,Northbridge Fund,13,AMBPA6,1072.0,139.8803,137.5057,-2545.6,11705.41,9159.81
11,Harborview Group,27,CEDCA1,873.0,89.3627,92.9752,3153.75,5885.04,9038.8
6,Diego Larsen,19,ORBTE0,152.0,63.4075,122.521,8985.25,-128.55,8856.7
13,Vantage Capital,13,AMBPA6,795.0,136.7287,137.5057,617.68,8179.57,8797.25
2,Vantage Partners,20,ATLPA1,0.0,,,0.0,8739.02,8739.02
3,Alice Costa,3,BLUAG3,100.0,191.9949,278.8114,8681.65,-210.92,8470.73
25,Hugo Kowalski,14,WAVIN2,327.0,362.8346,385.0886,7277.07,1189.9,8466.98
19,Giulia Garcia,3,BLUAG3,85.0,179.4711,278.8114,8443.93,-8.46,8435.47
11,Harborview Group,34,NORIN2,416.5,36.0903,75.7532,16519.6,-8313.56,8206.04
12,Camille Costa,4,AMBPL4,228.0,90.463,118.7762,6455.41,1609.08,8064.49
22,Ridgeline Capital,30,WAVHO2,1018.0,102.7951,106.5888,3861.95,4074.41,7936.36
20,Yasmine Novak,4,AMBPL4,247.0,88.0241,118.7762,7595.77,123.27,7719.04
15,Antoine Silva,25,FALTE3,212.0,93.9374,131.4268,7947.75,-258.2,7689.55
20,Yasmine Novak,34,NORIN2,168.0,31.1766,75.7532,7488.87,153.63,7642.5
4,Harborview Partners,16,BLUSA5,995.0,54.9476,67.3708,12361.07,-4734.55,7626.52
19,Giulia Garcia,19,ORBTE0,140.0,69.3986,122.521,7437.14,125.28,7562.42
12,Camille Costa,21,VERCA7,270.0,332.539,372.6011,10816.76,-3277.37,7539.4
12,Camille Costa,19,ORBTE0,113.0,57.5909,122.521,7337.1,44.58,7381.68
3,Alice Costa,19,ORBTE0,120.0,65.7815,122.521,6808.74,540.51,7349.26
23,Sarah Larsen,9,CYBPA2,216.0,263.1005,275.0435,2579.68,4726.37,7306.05
16,Alice Silva,30,WAVHO2,891.0,101.2098,106.5888,4792.69,2487.06,7279.75
11,Harborview Group,32,DELIN7,1345.0,61.7966,66.6704,6555.31,674.1,7229.42
3,Alice Costa,6,CYBIN4,70.0,387.2351,437.1502,3494.06,3652.27,7146.33
14,Zoe Costa,21,VERCA7,226.0,335.0112,372.6011,8495.31,-1561.04,6934.27
16,Alice Silva,9,CYBPA2,292.0,254.6746,275.0435,5947.73,620.76,6568.49
13,Vantage Capital,2,QUACO1,366.0,93.4789,89.9745,-1282.62,7761.92,6479.31
20,Yasmine Novak,3,BLUAG3,26.0,165.2975,278.8114,2951.36,3428.67,6380.03
21,Antoine Martin,19,ORBTE0,97.0,58.0629,122.521,6252.44,106.48,6358.91
10,Harborview Holdings,21,VERCA7,2665.0,343.3943,372.6011,77836.05,-71608.58,6227.47
1,Thomas Garcia,19,ORBTE0,76.0,58.9857,122.521,4828.68,1309.21,6137.89
22,Ridgeline Capital,27,CEDCA1,924.0,89.5802,92.9752,3136.94,2958.67,6095.61
7,Meridian Asset Management,25,FALTE3,1950.0,88.7167,131.4268,83284.63,-77205.79,6078.84
17,Zoe Muller,34,NORIN2,124.0,36.7806,75.7532,4832.6,1218.78,6051.39
13,Vantage Capital,27,CEDCA1,1520.0,90.444,92.9752,3847.5,2102.25,5949.75
13,Vantage Capital,14,WAVIN2,2011.0,423.21,385.0886,-76662.13,82461.07,5798.95
20,Yasmine Novak,15,SILIN4,68.0,345.2671,367.2083,1492.0,4272.41,5764.41
12,Camille Costa,20,ATLPA1,285.0,80.8187,96.8958,4581.97,1088.76,5670.73
20,Yasmine Novak,6,CYBIN4,235.0,429.9612,437.1502,1689.41,3929.28,5618.69
3,Alice Costa,18,MERGR5,15.0,399.4434,520.1016,1809.87,3778.28,5588.15
12,Camille Costa,6,CYBIN4,297.0,423.9869,437.1502,3909.49,1661.56,5571.05
12,Camille Costa,3,BLUAG3,67.0,192.7281,278.8114,5767.58,-288.05,5479.53
4,Harborview Partners,27,CEDCA1,1747.0,90.3167,92.9752,4644.46,778.99,5423.46
16,Alice Silva,21,VERCA7,149.0,326.703,372.6011,6838.81,-1473.78,5365.03
2,Vantage Partners,4,AMBPL4,215.0,83.5439,118.7762,7574.94,-2253.69,5321.25
23,Sarah Larsen,17,AURIN2,323.0,108.4789,120.9125,4016.05,1289.6,5305.65
15,Antoine Silva,14,WAVIN2,105.0,377.6691,385.0886,779.05,4486.46,5265.51
19,Giulia Garcia,4,AMBPL4,169.0,90.9196,118.7762,4707.76,543.43,5251.19
3,Alice Costa,4,AMBPL4,149.0,83.5455,118.7762,5249.37,0.0,5249.37
22,Ridgeline Capital,9,CYBPA2,1124.0,272.1718,275.0435,3227.83,1985.9,5213.74
6,Diego Larsen,4,AMBPL4,164.0,89.7633,118.7762,4758.12,420.37,5178.49
20,Yasmine Novak,20,ATLPA1,113.0,79.8069,96.8958,1931.04,3149.83,5080.87
17,Zoe Muller,21,VERCA7,88.0,320.5088,372.6011,4584.12,353.01,4937.13
3,Alice Costa,14,WAVIN2,267.0,392.2164,385.0886,-1903.12,6823.15,4920.03
14,Zoe Costa,4,AMBPL4,136.0,86.7141,118.7762,4360.45,555.0,4915.45
6,Diego Larsen,9,CYBPA2,127.0,252.9965,275.0435,2799.97,1981.81,4781.78
15,Antoine Silva,20,ATLPA1,202.0,74.1912,96.8958,4586.32,165.49,4751.81
14,Zoe Costa,35,REDHO9,139.0,294.9608,335.1019,5579.62,-835.31,4744.3
15,Antoine Silva,27,CEDCA1,1158.0,90.3986,92.9752,2983.72,1717.58,4701.3
21,Antoine Martin,23,SILIN3,12.0,115.1003,209.053,1127.43,3538.43,4665.86
6,Diego Larsen,32,DELIN7,301.0,55.5342,66.6704,3352.0,1084.24,4436.25
21,Antoine Martin,34,NORIN2,89.0,33.2331,75.7532,3784.29,637.86,4422.15
21,Antoine Martin,4,AMBPL4,117.0,82.9224,118.7762,4194.9,202.28,4397.18
5,Northbridge Fund,27,CEDCA1,1329.0,90.0465,92.9752,3892.28,396.35,4288.63
19,Giulia Garcia,32,DELIN7,352.0,56.4696,66.6704,3590.69,657.2,4247.89
25,Hugo Kowalski,4,AMBPL4,129.0,88.341,118.7762,3926.15,292.18,4218.33
21,Antoine Martin,6,CYBIN4,118.0,401.6577,437.1502,4188.12,0.0,4188.12
19,Giulia Garcia,20,ATLPA1,120.0,75.7725,96.8958,2534.8,1641.37,4176.16
3,Alice Costa,9,CYBPA2,380.0,266.6145,275.0435,3203.0,949.47,4152.47
16,Alice Silva,17,AURIN2,184.0,101.5955,120.9125,3554.34,591.75,4146.08
23,Sarah Larsen,39,PIOIN4,410.0,86.6501,112.7574,10703.99,-6589.98,4114.01
25,Hugo Kowalski,19,ORBTE0,70.0,56.0041,122.521,4656.18,-597.82,4058.36
1,Thomas Garcia,20,ATLPA1,199.0,80.1527,96.8958,3331.88,692.46,4024.35
21,Antoine Martin,15,SILIN4,25.0,320.3136,367.2083,1172.37,2850.95,4023.32
16,Alice Silva,3,BLUAG3,45.0,185.8197,278.8114,4184.63,-257.7,3926.92
6,Diego Larsen,3,BLUAG3,47.0,183.5905,278.8114,4475.38,-585.09,3890.29
3,Alice Costa,21,VERCA7,98.0,327.6057,372.6011,4409.55,-545.32,3864.23
12,Camille Costa,15,SILIN4,105.0,344.655,367.2083,2368.09,1482.49,3850.58
14,Zoe Costa,32,DELIN7,239.0,54.1109,66.6704,3001.73,800.4,3802.13
15,Antoine Silva,6,CYBIN4,88.0,396.7281,437.1502,3557.14,53.05,3610.19
1,Thomas Garcia,16,BLUSA5,360.0,56.2822,67.3708,3991.91,-382.01,3609.9
16,Alice Silva,32,DELIN7,250.0,54.7107,66.6704,2989.93,556.46,3546.39
2,Vantage Partners,30,WAVHO2,775.0,104.1754,106.5888,1870.37,1656.37,3526.74
12,Camille Costa,9,CYBPA2,558.0,270.6991,275.0435,2424.2,1087.5,3511.7
6,Diego Larsen,20,ATLPA1,29.0,75.4363,96.8958,622.33,2857.32,3479.64
20,Yasmine Novak,33,RIDPL0,298.0,33.0575,44.4424,3392.71,79.29,3472.0
23,Sarah Larsen,32,DELIN7,207.0,57.7722,66.6704,1841.92,1598.67,3440.59
19,Giulia Garcia,16,BLUSA5,302.0,54.6814,67.3708,3832.21,-426.58,3405.63
20,Yasmine Novak,23,SILIN3,159.0,190.5924,209.053,2935.24,426.21,3361.45
17,Zoe Muller,32,DELIN7,317.0,57.5117,66.6704,2903.32,411.57,3314.88
2,Vantage Partners,16,BLUSA5,451.0,53.9184,67.3708,6067.03,-2765.94,3301.09
19,Giulia Garcia,17,AURIN2,287.0,111.9301,120.9125,2577.94,707.81,3285.75
16,Alice Silva,25,FALTE3,122.0,106.8477,131.4268,2998.66,259.9,3258.55
14,Zoe Costa,16,BLUSA5,273.0,54.4546,67.3708,3526.13,-365.33,3160.8
14,Zoe Costa,20,ATLPA1,15.0,70.5361,96.8958,395.4,2764.37,3159.77
6,Diego Larsen,25,FALTE3,307.0,104.7519,131.4268,8189.21,-5039.9,3149.31
14,Zoe Costa,17,AURIN2,263.0,111.2413,120.9125,2543.53,601.08,3144.61
14,Zoe Costa,9,CYBPA2,174.0,267.2859,275.0435,1349.82,1785.42,3135.25
3,Alice Costa,13,AMBPA6,19.0,138.7855,137.5057,-24.32,3090.84,3066.53
14,Zoe Costa,33,RIDPL0,263.0,34.0958,44.4424,2721.17,309.91,3031.07
23,Sarah Larsen,30,WAVHO2,371.0,99.5246,106.5888,2620.82,371.84,2992.66
25,Hugo Kowalski,33,RIDPL0,260.0,33.6144,44.4424,2815.28,124.23,2939.51
3,Alice Costa,25,FALTE3,43.0,87.7609,131.4268,1877.63,1057.81,2935.45
1,Thomas Garcia,9,CYBPA2,40.0,262.6416,275.0435,496.07,2370.64,2866.71
3,Alice Costa,20,ATLPA1,56.0,80.757,96.8958,903.77,1867.58,2771.35
25,Hugo Kowalski,9,CYBPA2,81.0,265.8414,275.0435,745.37,2009.57,2754.95
17,Zoe Muller,15,SILIN4,215.0,356.9458,367.2083,2206.44,540.3,2746.74
25,Hugo Kowalski,20,ATLPA1,123.0,81.8982,96.8958,1844.71,879.72,2724.43
1,Thomas Garcia,21,VERCA7,199.0,346.0294,372.6011,5287.76,-2620.04,2667.73
20,Yasmine Novak,32,DELIN7,232.0,55.4616,66.6704,2600.44,65.12,2665.57
6,Diego Larsen,16,BLUSA5,229.0,55.6557,67.3708,2682.76,-75.96,2606.8
23,Sarah Larsen,33,RIDPL0,120.0,32.3421,44.4424,1452.03,1151.14,2603.18
15,Antoine Silva,4,AMBPL4,81.0,84.3531,118.7762,2788.27,-185.19,2603.08
6,Diego Larsen,17,AURIN2,141.0,107.7476,120.9125,1856.24,661.28,2517.53
21,Antoine Martin,25,FALTE3,33.0,71.2607,131.4268,1985.48,509.33,2494.81
25,Hugo Kowalski,17,AURIN2,138.0,107.037,120.9125,1914.82,525.73,2440.55
17,Zoe Muller,20,ATLPA1,73.0,76.8936,96.8958,1460.16,956.49,2416.65
23,Sarah Larsen,16,BLUSA5,354.0,55.9081,67.3708,4057.79,-1708.5,2349.29
17,Zoe Muller,17,AURIN2,142.0,108.4563,120.9125,1768.77,529.88,2298.66
20,Yasmine Novak,13,AMBPA6,554.0,135.2493,137.5057,1250.04,874.29,2124.34
3,Alice Costa,39,PIOIN4,46.0,84.7515,112.7574,1288.27,813.62,2101.89
15,Antoine Silva,16,BLUSA5,156.0,54.453,67.3708,2015.17,74.7,2089.88
21,Antoine Martin,32,DELIN7,208.0,58.1532,66.6704,1771.58,186.54,1958.13
12,Camille Costa,32,DELIN7,200.0,68.1621,66.6704,-298.35,2182.1,1883.75
23,Sarah Larsen,27,CEDCA1,577.0,90.3417,92.9752,1519.52,355.67,1875.19
24,Anchor Fund,2,QUACO1,2970.0,95.2807,89.9745,-15759.43,17600.24,1840.81
21,Antoine Martin,20,ATLPA1,101.0,83.9554,96.8958,1306.98,523.6,1830.59
17,Zoe Muller,4,AMBPL4,0.0,,,0.0,1818.22,1818.22
1,Thomas Garcia,32,DELIN7,131.0,53.3255,66.6704,1748.18,31.44,1779.62
17,Zoe Muller,13,AMBPA6,958.0,141.919,137.5057,-4227.98,6003.78,1775.79
17,Zoe Muller,9,CYBPA2,189.0,269.3223,275.0435,1081.3,682.55,1763.85
25,Hugo Kowalski,32,DELIN7,188.0,59.7901,66.6704,1293.49,453.1,1746.59
25,Hugo Kowalski,16,BLUSA5,193.0,56.5914,67.3708,2080.43,-352.47,1727.96
20,Yasmine Novak,17,AURIN2,116.0,108.7187,120.9125,1414.48,261.27,1675.75
6,Diego Larsen,30,WAVHO2,143.0,99.4473,106.5888,1021.24,653.48,1674.72
14,Zoe Costa,30,WAVHO2,314.0,102.4669,106.5888,1294.27,326.71,1620.98
12,Camille Costa,30,WAVHO2,241.0,100.3143,106.5888,1512.16,97.83,1609.99
19,Giulia Garcia,30,WAVHO2,245.0,100.8341,106.5888,1409.89,162.74,1572.63
19,Giulia Garcia,9,CYBPA2,232.0,271.3118,275.0435,865.74,679.59,1545.34
14,Zoe Costa,34,NORIN2,42.0,32.1298,75.7532,1832.18,-335.4,1496.79
20,Yasmine Novak,30,WAVHO2,281.0,102.9072,106.5888,1034.54,447.3,1481.84
21,Antoine Martin,39,PIOIN4,76.0,81.7628,112.7574,2355.59,-901.24,1454.34
20,Yasmine Novak,16,BLUSA5,160.0,55.3096,67.3708,1929.8,-477.95,1451.84
2,Vantage Partners,27,CEDCA1,319.0,89.5882,92.9752,1080.47,339.69,1420.15
16,Alice Silva,34,NORIN2,48.0,37.0307,75.7532,1858.68,-438.68,1420.0
3,Alice Costa,32,DELIN7,139.0,56.1407,66.6704,1463.63,-65.15,1398.48
16,Alice Silva,33,RIDPL0,85.0,30.363,44.4424,1196.75,188.6,1385.34
24,Anchor Fund,16,BLUSA5,1537.0,55.4716,67.3708,18289.11,-16966.65,1322.46
1,Thomas Garcia,30,WAVHO2,13.0,98.0868,106.5888,110.53,1152.55,1263.07
19,Giulia Garcia,33,RIDPL0,95.0,32.571,44.4424,1127.78,120.43,1248.21
8,Silverline Holdings,29,WAVIN1,218.0,89.2071,83.732,-1193.57,2434.92,1241.35
3,Alice Costa,17,AURIN2,42.0,110.5824,120.9125,433.86,730.11,1163.97
15,Antoine Silva,30,WAVHO2,104.0,100.1427,106.5888,670.4,475.73,1146.12
21,Antoine Martin,30,WAVHO2,85.0,101.4845,106.5888,433.87,662.54,1096.41
1,Thomas Garcia,17,AURIN2,16.0,103.8309,120.9125,273.31,814.28,1087.58
16,Alice Silva,2,QUACO1,17.0,98.7258,89.9745,-148.77,1229.62,1080.85
1,Thomas Garcia,33,RIDPL0,1.0,29.5754,44.4424,14.87,1032.47,1047.33
25,Hugo Kowalski,30,WAVHO2,175.0,102.0547,106.5888,793.46,161.92,955.38
21,Antoine Martin,17,AURIN2,62.0,109.3193,120.9125,718.78,227.84,946.62
3,Alice Costa,30,WAVHO2,35.0,99.2794,106.5888,255.83,651.52,907.35
14,Zoe Costa,27,CEDCA1,212.0,90.0767,92.9752,614.49,268.92,883.41
1,Thomas Garcia,15,SILIN4,44.0,331.972,367.2083,1550.4,-671.5,878.9
1,Thomas Garcia,13,AMBPA6,28.0,141.1421,137.5057,-101.82,976.55,874.73
16,Alice Silva,19,ORBTE0,13.0,53.1463,122.521,901.87,-82.61,819.26
17,Zoe Muller,25,FALTE3,216.0,107.7223,131.4268,5120.16,-4341.89,778.28
17,Zoe Muller,28,BLUTE2,0.0,,,0.0,766.75,766.75
3,Alice Costa,10,HARIN3,33.0,324.635,142.5095,-6010.14,6764.57,754.43
13,Vantage Capital,25,FALTE3,2113.0,97.4577,131.4268,71776.72,-71041.68,735.04
3,Alice Costa,33,RIDPL0,12.0,30.5091,44.4424,167.2,513.32,680.52
21,Antoine Martin,16,BLUSA5,184.0,56.7434,67.3708,1955.44,-1283.18,672.27
6,Diego Larsen,13,AMBPA6,170.0,141.1306,137.5057,-616.23,1278.13,661.9
17,Zoe Muller,30,WAVHO2,35.0,97.9319,106.5888,302.99,345.23,648.22
3,Alice Costa,27,CEDCA1,119.0,90.0456,92.9752,348.63,293.2,641.83
12,Camille Costa,27,CEDCA1,76.0,90.0087,92.9752,225.45,400.38,625.83
12,Camille Costa,11,ORBAG4,333.0,25.6534,28.2623,868.75,-276.15,592.6
20,Yasmine Novak,39,PIOIN4,79.0,91.2879,112.7574,1696.09,-1107.0,589.09
15,Antoine Silva,33,RIDPL0,90.0,38.2968,44.4424,553.1,10.88,563.98
25,Hugo Kowalski,27,CEDCA1,115.0,90.524,92.9752,281.89,263.73,545.62
21,Antoine Martin,33,RIDPL0,31.0,32.3424,44.4424,375.1,135.34,510.43
6,Diego Larsen,33,RIDPL0,63.0,35.6812,44.4424,551.96,-54.11,497.85
15,Antoine Silva,31,NOVAG4,284.0,110.5314,112.2563,489.88,0.0,489.88
14,Zoe Costa,13,AMBPA6,192.0,137.5191,137.5057,-2.57,481.88,479.3
21,Antoine Martin,21,VERCA7,38.0,329.8496,372.6011,1624.56,-1161.46,463.1
6,Diego Larsen,27,CEDCA1,85.0,90.0442,92.9752,249.13,198.64,447.77
21,Antoine Martin,27,CEDCA1,36.0,87.1904,92.9752,208.25,230.29,438.55
1,Thomas Garcia,27,CEDCA1,30.0,89.9156,92.9752,91.79,334.64,426.43
17,Zoe Muller,27,CEDCA1,311.0,91.584,92.9752,432.66,-10.16,422.5
20,Yasmine Novak,9,CYBPA2,256.0,276.1529,275.0435,-284.01,700.31,416.29
25,Hugo Kowalski,6,CYBIN4,64.0,435.8994,437.1502,80.05,319.8,399.85
3,Alice Costa,16,BLUSA5,68.0,61.0126,67.3708,432.36,-97.41,334.95
20,Yasmine Novak,27,CEDCA1,23.0,89.4473,92.9752,81.14,250.72,331.86
12,Camille Costa,16,BLUSA5,47.0,52.0677,67.3708,719.25,-388.96,330.29
19,Giulia Garcia,27,CEDCA1,65.0,90.5364,92.9752,158.52,155.28,313.8
16,Alice Silva,27,CEDCA1,117.0,90.5224,92.9752,286.98,12.76,299.74
5,Northbridge Fund,28,BLUTE2,599.0,130.8711,112.0886,-11250.69,11522.15,271.46
1,Thomas Garcia,31,NOVAG4,146.0,111.7437,112.2563,74.84,168.66,243.5
16,Alice Silva,16,BLUSA5,124.0,58.0468,67.3708,1156.18,-945.18,211.0
21,Antoine Martin,29,WAVIN1,20.0,87.6417,83.732,-78.19,277.67,199.48
21,Antoine Martin,31,NOVAG4,72.0,110.4524,112.2563,129.88,51.35,181.23
15,Antoine Silva,32,DELIN7,51.0,64.8311,66.6704,93.8,78.19,172.0
13,Vantage Capital,16,BLUSA5,499.0,54.8128,67.3708,6266.44,-6114.82,151.62
